	C6orf223	CLVS2	FCRL1	KCNQ5	KRT7	NRG1	cg18949415	cg03469655	cg09340639	cg17969913	cg22394948	cg22193385	cg20127899
38	10.58449436	0.004227025	0.006168664	0.003206564	0.231290973	0.164995958	0.1249135	0.674957907	0.06192812	0.168976	0.1879242	0.124065	0.1735064
39	1.215404859	0.356800424	0.474749379	0.804031276	0.662549328	1.329946641	0.2603588	0.577290661	0.144024	0.37717	0.403348	0.0813509	0.3124809
40	3.67119734	0.015176665	1.557735873	0.124722149	2.665166215	0.323127118	0.3950116	0.427334115	0.1954623	0.7248432	0.601672	0.1454894	0.269333
41	23.00940942	0.007211064	0.06840203	0.008205324	1.810971677	0.148047867	0.1452622	0.137929093	0.06909009	0.1761678	0.2208384	0.05083638	0.1476481
42	15.41396763	0.008727706	0.080665667	0.026482881	1.400013557	0.290531249	0.08815296	0.14486679	0.05559785	0.1160578	0.1470569	0.03877138	0.1673602
43	4.385699717	0.020396706	0	0	0.184418626	0.098801547	0.09929673	0.176338302	0.1140001	0.08073608	0.1193943	0.1256342	0.2441044
44	18.34829167	0	0.02138058	0.016670921	0.760543745	0.03899153	0.1697419	0.284815716	0.05186297	0.2958105	0.2383583	0.2044312	0.1837397
45	11.90666216	0	0.020612517	0.005357348	54.0305658	0.41528908	0.2436844	0.387211706	0.1396683	0.7552589	0.3737082	0.04707658	0.5693732
46	2.114877075	0	0	0.325089745	7.909443566	0.385529935	0.2138989	0.326693308	0.1521375	0.757355	0.4665235	0.04231614	0.429652
47	12.8230264	0.007249629	0	0.016498412	0.503477696	0.020212788	0.1213156	0.091643504	0.06251357	0.1980212	0.21506	0.2738591	0.2204971
48	5.957430053	0.014538838	0.217475251	0.033086901	1.336073243	0.690953383	0.3086255	0.426288445	0.2142466	0.646164	0.5489725	0.08430735	0.2523982
49	9.811875071	0	0.113967238	0	2.766587417	0.077198014	0.1768959	0.247469165	0.06799473	0.5504879	0.3503408	0.03831611	0.4887114
50	6.636009415	0	0.234718674	0.023240057	1.235745905	0.520265038	0.1931517	0.598411862	0.06588328	0.8458722	0.4622402	0.04790467	0.1615949
51	17.45233052	0	0	0.015650756	1.111528666	0.010458706	0.2397762	0.278573583	0.04564215	0.2044134	0.2339863	0.06046186	0.1012706
52	13.09005411	0.033165237	0.005377704	0.022363291	0.589392637	0.153180052	0.1558536	0.499454337	0.06674092	0.3413764	0.2434841	0.04920055	0.4523307
53	0.093178994	0.014954836	0.5837968	0.07941176	0.27800768	0.477606215	0.5214501	0.836558821	0.4406168	0.879384	0.7748127	0.212593	0.5896261
54	14.36572102	0.001909384	0.05572879	0.023174931	0.675076746	0.834350206	0.2226943	0.19020537	0.0550209	0.3330614	0.2987573	0.1091731	0.2313555
55	11.70498497	0.005766047	0.08414619	0.026244274	0.539319584	0.500804034	0.2402963	0.457982879	0.09654537	0.415043	0.3687319	0.08015103	0.1323468
56	11.36277415	0.001909022	0.016715464	0.002896317	0.353544511	0.247741429	0.1466937	0.867553938	0.1026816	0.3633317	0.5012961	0.2979437	0.5695949
57	13.68094526	0	0.224980718	0.036546364	0.784072642	0.095247026	0.279228	0.292482619	0.1407524	0.6326965	0.3729351	0.1200172	0.1917766
58	10.3326353	0.011584424	0.006762242	0.087877883	1.748823553	0.10335581	0.2195135	0.378747539	0.09376546	0.4526917	0.378529	0.3671298	0.2828082
59	7.178361392	0.004421139	0.032259707	0.026830531	0.638896686	0.495306684	0.2205451	0.757488842	0.1878893	0.4984392	0.3870512	0.08608214	0.5374613
60	4.191554648	0.004049701	0.370352995	0.051200815	2.143914348	1.953005548	0.3062489	0.811191976	0.1705007	0.6659459	0.5280874	0.131312	0.3202818
61	23.50679158	0	0.010001822	0.007798647	0.139428044	0.404759046	0.1247014	0.105581247	0.04074103	0.6061916	0.1441266	0.3274172	0.2114988
62	20.75324409	0	0.021779981	0.008491172	0.266975046	0.425570501	0.08599203	0.141554824	0.04778077	0.3709445	0.09006898	0.2933211	0.1754439
63	10.06208004	0.027128127	0.118767424	0.066881853	0.076121804	1.880593423	0.1286634	0.117951034	0.06419643	0.3934782	0.2007305	0.2295688	0.2249877
64	1.334931363	0.067146065	0.454094854	0.255922846	0.60200107	0.195927988	0.3922638	0.643049424	0.2283714	0.5960344	0.6270759	0.3167982	0.3505816
65	7.673345551	0.001884105	0.005499097	0.002858513	0.518108137	0.229226112	0.113227	0.12375481	0.0632193	0.2502285	0.1788227	0.03703818	0.190935
66	14.8815557	0	0.011850786	0.006160217	2.38689973	0.463117481	0.1520667	0.673050924	0.2640435	0.2321502	0.5339591	0.02892419	0.599291
67	5.306050262	0.020229797	0.101985563	0.027901911	3.271729169	0.078311561	0.3159829	0.761318713	0.1452977	0.6269361	0.5787444	0.07042647	0.3272705
68	9.341446935	0	0.121287601	0.067717278	0.414597678	0.003120859	0.197243	0.261237832	0.05285972	0.5645259	0.4768106	0.05923497	0.1401777
69	24.052693	0	0.011442135	0.014869486	1.397055918	0.001987324	0.217156	0.27511326	0.04361864	0.4374556	0.4128757	0.05723894	0.1028993
70	4.47412627	0.016407706	0.5148048	0.074679987	0.356811479	0.091493093	0.143552	0.314646487	0.04356404	0.3167975	0.5662066	0.04398394	0.1559412
71	3.93000199	0	0.021946843	0.24813052	14.04708576	0.141037724	0.293299	0.418093111	0.08543167	0.8456676	0.8847578	0.04389457	0.1873708
72	3.233828436	0	0.054050975	0.430813163	7.280799966	0.214876906	0.2812346	0.444299465	0.08937293	0.5920672	0.8431391	0.04808999	0.1885685
73	1.193791939	0.025020205	0.112858264	1.045624936	1.857293022	0.558073381	0.3466775	0.627294388	0.09777563	0.6665714	0.6211697	0.04115818	0.2399326
74	12.6828355	0.00486926	0.104219902	0.078800109	2.523136451	0.342281016	0.2599844	0.388727703	0.1362329	0.5591292	0.3248777	0.1168363	0.1464198
75	6.41713283	0.011259606	3.787480378	1.056996445	5.177560165	0.781972581	0.4435862	0.689891073	0.2461896	0.8159486	0.7682508	0.1701626	0.5076922
76	10.87038564	0.004824182	0.042240706	0.142722808	1.631172734	0.237215547	0.3653197	0.380060785	0.08894023	0.5611469	0.5556425	0.05791561	0.1596713
77	3.939370561	0.012595653	0.159304867	0.03821957	0.718651802	0.119188737	0.1972765	0.23669671	0.07757304	0.2400706	0.2868732	0.05185867	0.2852831
78	33.41644009	0.010112507	0	0	0.624267569	0.025631652	0.1250418	0.840756379	0.06693569	0.1964904	0.2345887	0.0760485	0.2378108
79	25.82520464	0	0.217610651	0.082952682	0.543946877	0.045354762	0.2023587	0.216142133	0.07957822	0.3240729	0.230993	0.04324482	0.5472055
80	35.36891509	0	0.0245774	0.006387851	0.68523089	0.1920923	0.05814469	0.631445519	0.04549569	0.1685918	0.1015265	0.321986	0.1389051
81	9.596333881	0	5.497937785	0.148152569	1.290489529	0.237928467	0.3416402	0.367567535	0.1375841	0.7102966	0.5909487	0.0793582	0.2293955
82	9.52970655	0	0.011769373	0	0.55443724	0.139002859	0.131264	0.10765318	0.06856882	0.1872458	0.2768367	0.04034443	0.1233905
83	12.00151492	0	0	0.010579269	0.401110154	0.243903142	0.1270615	0.188682892	0.08636975	0.2748181	0.3835845	0.1892766	0.2976057
84	10.83739404	0	0.02805675	0.00729216	0.472039559	0.389842194	0.2436392	0.279667556	0.07703091	0.3464996	0.3976963	0.0888166	0.2501794
85	2.983996576	0	0.069656373	0.00775895	0.660107858	0.257519778	0.3368795	0.222818335	0.07410398	0.3281982	0.3021397	0.08924164	0.2059004
86	1.463039561	0	0.069349863	0.021629462	1.36012483	0.081906058	0.06716938	0.105118314	0.05871245	0.1453344	0.1010256	0.03261587	0.09274519
87	12.56320103	0	0.073275778	0.012696618	1.502872539	0.288475939	0.1497446	0.338711184	0.1054242	0.3199462	0.3323404	0.1592773	0.2219143
88	11.38919939	0.003738524	0	0	0.744813988	0.545808723	0.1282201	0.184530535	0.05061577	0.8231721	0.1654814	0.04704888	0.1539247
89	12.55517155	0	0.031140548	0.005395775	0.518933055	0.068509389	0.1498728	0.346544042	0.07313678	0.7100607	0.2879251	0.3991578	0.1185828
90	3.039851581	0.00497641	0.082305739	0.005033384	1.326566573	0.770261466	0.2664686	0.657494202	0.1147551	0.4074062	0.342516	0.05204892	0.245351
91	15.90703075	0.002076215	0	0.012599909	3.751866745	0.408368065	0.1328142	0.233918077	0.0607937	0.205821	0.5446546	0.02630391	0.1385058
92	0.165216624	0.052461666	0.476369411	0.076645522	0.201729446	0.281703416	0.526154	0.862231377	0.5101251	0.8645909	0.8097435	0.1840869	0.5902261
93	5.257645774	0.008141379	0.059405171	0.009263911	3.77510209	0.142385196	0.1716499	0.271422012	0.06895314	0.5541726	0.2389444	0.04682594	0.1967461
94	0.085906273	0.021973979	0.327801018	0.077789435	0.13702047	0.455472106	0.4692662	0.834907449	0.4733697	0.8499384	0.7102287	0.1880436	0.6776259
95	1.106893363	0.003973789	0.191370485	0.027130162	1.148500609	0.406915172	0.2192803	0.263755684	0.08126772	0.2904948	0.3276969	0.03803839	0.09651028
96	9.525946866	0	0.013052129	0.003392347	2.653962211	0.310572815	0.1427348	0.258632206	0.07273212	0.4198611	0.2334931	0.04382138	0.1079358
97	0.066451696	0.070257119	0.284435212	0.213184414	0.267095879	0.732988369	0.4772081	0.760382497	0.5121886	0.8529233	0.7989608	0.2659466	0.6166471
98	5.195695199	0.0052817	0.077077919	0.036059637	0.859589222	0.717556777	0.1999172	0.794573668	0.06688539	0.2491247	0.2497181	0.04897948	0.1709664
99	0.221426983	0.009850234	0.541452033	0.094648557	0.930541844	0.85220289	0.4170661	0.673845972	0.3946174	0.8840321	0.7991698	0.1410782	0.6999464
100	7.310492581	0.001747211	0.010199092	0.002650821	0.647155171	0.306456687	0.1520889	0.16415632	0.07523955	0.5747911	0.230525	0.04761674	0.165319
101	0.152022693	0.015953194	0.343396545	0.081687674	0.089529649	0.968435987	0.4657217	0.801931515	0.4889448	0.8796494	0.8318584	0.2658584	0.6833132
102	10.03057345	0.003405637	0.44232824	0.036168588	3.124894797	0.347010179	0.2710527	0.383452728	0.1371686	0.4793248	0.3718098	0.08383429	0.2270002
103	0.058095221	0.017612072	0.147786434	0.040080842	0.197678621	0.41069182	0.3946264	0.698406725	0.3547115	0.8892153	0.7929417	0.3341314	0.5541166
104	15.21491629	0.004265599	0.448196839	0.035594085	75.61614477	0.045409538	0.3817945	0.501191025	0.2062563	0.4011566	0.3789792	0.07194181	0.2082809
105	23.70364152	0.006656411	0.126281503	0.005049464	0.765796249	0.151844967	0.319478	0.403543728	0.141815	0.458577	0.4692596	0.06146723	0.3040791
106	35.7687069	0	0.004440091	0.002308026	2.309362548	0.160404555	0.2001419	0.540056771	0.08904991	0.3822536	0.3194303	0.04445584	0.1817337
107	7.543780273	0.001958016	0	0.002970649	6.691951431	0.061539745	0.08924175	0.613705625	0.07194626	0.7582983	0.2143724	0.03739929	0.5498971
108	23.52425626	0.00752865	0.102543972	0.019037107	1.10556618	0.170470172	0.2110703	0.165368955	0.07363064	0.5433015	0.3438411	0.1116786	0.3152908
109	9.970327563	0	0.04069891	0.006044545	3.001663597	0.018176855	0.2567005	0.324674117	0.1053828	0.5895663	0.403949	0.06931251	0.3680019
110	7.79696285	0.012018901	0.188551282	0.059262946	1.079205105	0.166027117	0.2273124	0.448279737	0.08654774	0.7699578	0.563447	0.06273224	0.3390236
111	8.539620997	0.004369795	0.044639089	0.062982477	4.211889909	0.093037508	0.1863137	0.355576355	0.1270883	0.3650981	0.2902038	0.04412167	0.1922004
112	8.945067666	0	0.01287347	0.002230608	0.808599424	0.855613745	0.2518955	0.381695447	0.117185	0.6852398	0.4785699	0.07083912	0.251784
113	6.942928444	0	0.059069822	0.618494144	2.279695985	0.05276326	0.2686298	0.32553038	0.08125015	0.5838668	0.5774899	0.06758672	0.1215868
114	20.22365593	0.004612069	0.154803197	0.017493268	0.485306765	0.063125866	0.1280711	0.090685492	0.06452094	0.176614	0.1526316	0.1327023	0.1300617
115	14.27312408	0	0.016343367	0.011327371	4.855154061	0.035955504	0.1888333	0.361195867	0.1555277	0.569211	0.4756562	0.04330608	0.3102122
116	3.029826486	0	0	0.002375371	0.637020856	0.09524132	0.261859	0.861190091	0.06076703	0.8393839	0.1830873	0.02884851	0.2247716
117	0.346842736	0.007279504	0	0.013805335	1.537083883	0.014760789	0.2425517	0.274000083	0.08503133	0.4309951	0.3722315	0.0826213	0.2485369
118	4.183965503	0	0.036587057	3.017602507	3.921979652	0.112264796	0.2546076	0.325908908	0.08130535	0.8405652	0.4727327	0.04079819	0.113676
119	9.609032547	0.002095393	0.122315571	0.006358148	0.246947158	0.376024821	0.1663863	0.171117249	0.06307009	0.3637674	0.2895809	0.1034322	0.1689945
120	8.923332321	0.006850499	0.439876891	0.033778525	39.47354809	0.163217914	0.277951	0.407763495	0.09935026	0.7023704	0.633175	0.0520701	0.3958065
121	10.87637285	0.0015024	0.087700451	0.011397004	0.261376485	0.188879582	0.2130228	0.216690816	0.08676595	0.6876584	0.3827069	0.03867838	0.2290407
122	0.617192603	0	2.110539442	0.330629919	15.35003356	0.120515624	0.4719303	0.220675498	0.1156835	0.6272207	0.4963788	0.1173622	0.2668849
123	8.712397799	0.001710647	0.069899609	0.005190696	1.675232663	0.988582834	0.1014547	0.172213542	0.07611513	0.5387919	0.2196172	0.06115792	0.152654
124	28.40814446	0	0.005502665	0	5.51243899	0.147182205	0.1832766	0.574081227	0.05952278	0.3625031	0.3198166	0.02941042	0.1274221
125	12.51942765	0.001716156	0.01502672	0.01041482	1.382062942	0.066117744	0.1555153	0.195215075	0.06162744	0.2350195	0.2375938	0.03347794	0.1204732
126	9.037977444	0	0.358546597	0.0085691	0.483380554	0.201853815	0.1946703	0.832560515	0.1593925	0.2589332	0.4822686	0.2002197	0.5465753
127	7.697074655	0	0.008806742	0.002288939	2.294497369	0.123897288	0.09070109	0.092399112	0.05571729	0.08553841	0.238301	0.02675957	0.06328871
128	15.52941576	0	0.06323621	0.014941425	8.936884844	0.147773434	0.2001897	0.242893238	0.07961293	0.3101989	0.278988	0.1709112	0.6620118
129	8.671683752	0	0	0	3.561716409	0.163008475	0.1822455	0.188162617	0.0682948	0.2804404	0.3154102	0.08022365	0.2415816
130	5.543355272	0	0	0	5.047318715	0.049288717	0.2005512	0.502378876	0.04289731	0.5185904	0.485412	0.03857541	0.2490459
131	6.825244152	0	0	0.056733102	2.505151776	0.009478054	0.1945617	0.188561309	0.07700371	0.6531226	0.3109603	0.03802895	0.1272152
132	0.461032941	0.966482937	5.421422459	0.553449035	5.718061021	0.442114094	0.3838072	0.681150715	0.1723543	0.8271672	0.7813443	0.1730787	0.3836608
133	2.48874623	0	0	0.005299465	0.950731542	0.01416559	0.08766096	0.712245034	0.04982093	0.1601971	0.1658833	0.03493178	0.1777571
134	6.642312036	0	0	0.020488702	4.386211522	0.041075072	0.1810222	0.758813897	0.0815367	0.513171	0.3214689	0.06259278	0.09943312
135	6.996071799	0.009120929	0.015972636	0.011070423	3.429518449	0.02959149	0.2941908	0.341292618	0.1548328	0.452717	0.4959902	0.04416578	0.2274873
136	7.731716214	0.001533098	0.004474621	0.002325976	1.251849944	0.222271524	0.1115332	0.443394949	0.04733036	0.1753268	0.1785889	0.08465379	0.2061844
137	6.360620111	0	0.080436791	0.005973179	1.844914131	0.383194638	0.1969178	0.264077105	0.111151	0.3303013	0.3402849	0.1441649	0.1091259
138	8.162677372	0.013781733	0.0114927	0.023896313	1.684980535	0.131742982	0.303288	0.396823615	0.2014886	0.6250168	0.4621311	0.04996106	0.5474914
139	1.336905597	0	0.124761576	0	1.48599108	0.158907275	0.2016229	0.130001098	0.05703601	0.5045253	0.2371099	0.03895951	0.1392351
140	2.200694601	0	0.019676298	0.013637382	11.6085754	0.013669886	0.1800625	0.607174663	0.05134633	0.3418947	0.2147897	0.02616509	0.2387446
141	0.229045686	0.152909567	1.018714268	0.189122506	0.438393332	0.395997508	0.3801542	0.74274241	0.4232408	0.8697935	0.6664943	0.2830392	0.6172581
142	1.636353292	0.00410356	0.083838798	0.00622581	0.690877809	0.008320865	0.09308002	0.101379904	0.04680793	0.2570619	0.2159629	0.03064551	0.06938836
143	1.468572173	0.061750079	0.055069859	0.111902191	0.534253344	0.490412897	0.3803356	0.822420209	0.4585841	0.9090131	0.7251408	0.2389418	0.7302331
144	17.07868351	0.006782819	0.306851446	0.038590162	2.117383318	0.091117931	0.2235916	0.37714833	0.1054197	0.5605626	0.3705784	0.06152397	0.2927517
145	0.173363073	0.032847828	0.364314556	0.139540352	0.178197931	2.00928593	0.4732656	0.764253171	0.529837	0.9058928	0.7996123	0.3190782	0.7103323
146	9.622024678	0.018394763	0.692580344	0.055816076	1.522668836	0.04662426	0.3506235	0.374124098	0.09864007	0.5898274	0.4915634	0.07192541	0.2155482
147	0.420671725	0.060102961	1.126091069	0.164724168	0.174089833	0.326302215	0.5239643	0.711703542	0.4179631	0.881868	0.7185551	0.1798623	0.6190857
148	8.004863918	0.009197374	0.071584476	0.020931012	0.176354164	0.170955489	0.1579791	0.210595932	0.1048959	0.2737228	0.235227	0.07887231	0.1871973
149	5.854521203	0.010064038	0.258488498	0.015268888	0.81895406	0.391815192	0.3366815	0.619695441	0.2036789	0.6199061	0.6230773	0.05964781	0.3747797
150	4.703916636	0	0.060030761	0.002600408	2.015160388	0.165085034	0.2046201	0.774836754	0.1990182	0.766458	0.4630557	0.05229127	0.3313122
151	7.573791649	0.05157168	0.039266389	0.03061689	303.6595999	0.081839639	0.2816613	0.65211014	0.3406997	0.5947163	0.6897482	0.04920779	0.2188949
152	16.75958641	0.001648664	0	0.002501308	0.855840848	0.065189011	0.1148797	0.106362655	0.05219286	0.1619498	0.09492545	0.06547658	0.1243943
153	9.899952307	0.004495891	0.026244119	0.084126211	42.64464665	0.004558201	0.2671345	0.786950948	0.09039393	0.6430194	0.3039275	0.05443928	0.2328463
154	13.41604631	0.002058295	0.006007502	0	3.534665615	0.045910085	0.3336635	0.613463393	0.1975189	0.7240673	0.5986063	0.05547182	0.2271177
155	3.869679616	0	0.021519432	0	0.134476737	0.134553443	0.150461	0.260799769	0.08304639	0.2679359	0.2484421	0.228835	0.06932977
156	12.49097012	0	0.007970405	0.041431367	1.616835564	0.149508424	0.1191983	0.111216298	0.04533674	0.3725276	0.1894921	0.02680682	0.1774117
157	11.80785843	0.008400317	0.004903565	0.007646841	0.532713097	0.161818079	0.1461614	0.221453511	0.08038203	0.2715854	0.3009747	0.1478702	0.3213088
158	24.66000518	0.001590766	0.009285872	0.004826936	0.17854828	0.045158782	0.1029017	0.124424509	0.03993803	0.16965	0.631807	0.3424952	0.06522558
159	11.43059346	0.026436106	0	0.034760395	0.558822555	0.12686515	0.1072572	0.126093391	0.05547025	0.7128726	0.1201346	0.0443281	0.1024672
160	6.746717498	0.009430295	0.528460782	0.060091035	1.55593644	0.141502706	0.3535116	0.430676796	0.2141765	0.5778243	0.5369283	0.08868397	0.243987
161	10.80114262	0.006818636	0.114433085	0.093105455	2.004198735	0.019011131	0.2806383	0.430478698	0.1124197	0.8441083	0.5107749	0.09126638	0.2534439
162	19.66879182	0.060698029	0.045718202	0.086148162	0.840608124	0.097271752	0.1640884	0.17104757	0.106006	0.3605743	0.2590687	0.0675401	0.3537254
163	12.00744921	0.003628873	0.142985434	0.057809097	0.386940883	0.342162551	0.2755805	0.32183629	0.1327234	0.4586986	0.382117	0.08271226	0.3005325
164	5.952867691	0.001357117	0.043570862	0.006176943	0.910131958	0.301327718	0.2631677	0.374509071	0.1136443	0.4486793	0.4568361	0.07373455	0.2199087
165	10.60640246	0.002644263	0.150496171	0.048141647	2.493062174	0.648780372	0.262602	0.701962401	0.1232023	0.490927	0.4806059	0.05631694	0.2938469
166	10.91341267	0	0.020420096	0	4.397529792	0.152506283	0.2289284	0.264634802	0.07886678	0.4774294	0.3471459	0.07378823	0.1343846
167	8.717156506	0	0	0.007908676	80.08331439	0.472128219	0.08119997	0.263758208	0.04258883	0.3042918	0.2643637	0.01843852	0.03205613
168	4.152296597	0	0.006775906	0.007044436	0.241030545	0.433088535	0.1369885	0.252981395	0.04637984	0.4596193	0.1280286	0.1945591	0.1383576
169	24.68457519	0	0.009744858	0.020262096	4.47823014	0.055853573	0.1589222	0.310488124	0.04816724	0.4878795	0.3147564	0.04072687	0.08849845
170	15.34109926	0	0	0.010206437	0.132137573	0.259179345	0.1376302	0.766634961	0.06228361	0.3836333	0.1672156	0.08878043	0.4267955
171	11.37121968	0.002048703	0.011959011	0	0.23569595	0.336489705	0.1107423	0.092382902	0.04378817	0.4160603	0.1008949	0.2760644	0.3321159
172	3.075016049	0.00443444	0.077656234	0.03027516	2.146432166	0.033719245	0.2473138	0.352663375	0.1125912	0.8788962	0.4129989	0.0794685	0.2067619
173	0.14135342	0.001854196	0	0	0.109260729	0.013159256	0.2660634	0.127077084	0.03538276	0.1615339	0.2180002	0.2076222	0.05281721
174	22.0618233	0	0.004295112	0.002232664	1.994456492	0.196942693	0.1921193	0.113818307	0.06369876	0.2884911	0.3386168	0.03320825	0.1321076
175	6.166161089	0.010567795	0	0.02748544	0.758278265	0.273978896	0.1490181	0.508437457	0.1228565	0.6517103	0.4688689	0.1466128	0.06936104
176	10.30894007	0	0	0.021215686	3.509033441	0.117470731	0.2455556	0.184270741	0.108314	0.2819093	0.3466263	0.04408004	0.1898204
177	2.209990234	0	0.013212499	0.003434028	6.725954238	0.036716936	0.3457993	0.599083209	0.0520454	0.5128828	0.6108977	0.03067816	0.2011067
178	7.04849372	0	0.032482646	0.006331863	1.374064342	0.039492165	0.1914269	0.521746778	0.05298463	0.2537196	0.3100841	0.04914073	0.08924855
179	1.511181017	0	0	0.012029867	1.290455264	0.148721992	0.3979055	0.173108028	0.05722898	0.4647661	0.2711998	0.05103944	0.06998716
180	9.938301272	0.005246893	0	0.007960445	2.164256854	0.053196122	0.1722875	0.309808855	0.3398291	0.438485	0.3273907	0.04519637	0.3281768
